user_id,item_id,rating,timestamp,count
U10062,N49968,1,2019-11-09 08:12:39,25
U10062,N8326,1,2019-11-09 09:55:38,25
U10062,N41946,1,2019-11-09 16:59:03,25
U10062,N28118,1,2019-11-09 16:59:03,25
U10062,N44874,1,2019-11-10 07:12:24,25
U10062,N1494,1,2019-11-10 09:16:24,25
U10062,N22804,1,2019-11-10 13:04:19,25
U10062,N49549,1,2019-11-11 10:52:23,25
U10062,N43098,1,2019-11-11 11:40:31,25
U10062,N28322,1,2019-11-11 11:40:31,25
U10062,N58245,1,2019-11-11 18:46:09,25
U10062,N39583,1,2019-11-11 18:46:09,25
U10062,N14083,1,2019-11-11 18:46:09,25
U10062,N29720,1,2019-11-12 05:32:25,25
U10062,N52264,1,2019-11-12 07:47:35,25
U10062,N18420,1,2019-11-12 07:47:35,25
U10062,N61664,1,2019-11-12 16:23:14,25
U10062,N39883,1,2019-11-12 16:23:14,25
U10062,N17141,1,2019-11-12 16:23:14,25
U10062,N43895,1,2019-11-12 16:23:14,25
U10062,N59781,1,2019-11-12 16:23:14,25
U10062,N12262,1,2019-11-13 07:39:17,25
U10062,N32982,1,2019-11-13 09:03:05,25
U10062,N20207,1,2019-11-13 11:03:02,25
U10062,N47245,1,2019-11-13 11:03:02,25
U10096,N41946,1,2019-11-10 04:42:20,24
U10096,N47894,1,2019-11-10 04:45:45,24
U10096,N22126,1,2019-11-11 12:34:00,24
U10096,N55890,1,2019-11-11 12:50:15,24
U10096,N26277,1,2019-11-11 12:53:37,24
U10096,N58245,1,2019-11-11 14:38:32,24
U10096,N28322,1,2019-11-11 14:43:49,24
U10096,N24540,1,2019-11-11 15:10:56,24
U10096,N17778,1,2019-11-12 13:04:29,24
U10096,N39594,1,2019-11-12 13:24:52,24
U10096,N8400,1,2019-11-12 13:53:57,24
U10096,N61664,1,2019-11-12 17:57:28,24
U10096,N58858,1,2019-11-13 14:42:24,24
U10096,N12870,1,2019-11-13 15:03:02,24
U10096,N13505,1,2019-11-14 12:00:26,24
U10096,N7072,1,2019-11-14 12:21:54,24
U10096,N5415,1,2019-11-14 12:25:23,24
U10096,N23390,1,2019-11-14 12:25:23,24
U10096,N31789,1,2019-11-14 13:08:32,24
U10096,N43581,1,2019-11-14 13:08:32,24
U10096,N59682,1,2019-11-14 13:18:53,24
U10096,N22111,1,2019-11-14 13:40:53,24
U10096,N36792,1,2019-11-14 13:40:53,24
U10096,N28830,1,2019-11-14 13:40:53,24
U10103,N32333,1,2019-11-11 10:35:10,56
U10103,N47819,1,2019-11-11 10:35:10,56
U10103,N9048,1,2019-11-11 10:35:10,56
U10103,N52211,1,2019-11-11 10:35:10,56
U10103,N51471,1,2019-11-11 11:32:54,56
U10103,N9,1,2019-11-11 12:03:54,56
U10103,N17283,1,2019-11-11 12:03:54,56
U10103,N59384,1,2019-11-11 12:03:54,56
U10103,N22126,1,2019-11-11 12:30:45,56
U10103,N8425,1,2019-11-11 12:30:45,56
U10103,N15305,1,2019-11-12 07:43:21,56
U10103,N29970,1,2019-11-12 08:19:07,56
U10103,N50138,1,2019-11-12 08:19:07,56
U10103,N49791,1,2019-11-12 08:19:07,56
U10103,N38008,1,2019-11-12 08:19:07,56
U10103,N28239,1,2019-11-12 11:27:54,56
U10103,N32239,1,2019-11-12 12:29:40,56
U10103,N62940,1,2019-11-12 12:35:18,56
U10103,N1802,1,2019-11-12 12:35:18,56
U10103,N35249,1,2019-11-12 13:01:47,56
U10103,N38501,1,2019-11-12 13:01:47,56
U10103,N52857,1,2019-11-12 13:05:35,56
U10103,N50778,1,2019-11-13 05:42:31,56
U10103,N35459,1,2019-11-13 05:42:31,56
U10103,N30728,1,2019-11-13 05:42:31,56
U10103,N6311,1,2019-11-13 06:03:47,56
U10103,N50362,1,2019-11-13 06:03:47,56
U10103,N31361,1,2019-11-13 10:17:11,56
U10103,N53169,1,2019-11-13 10:17:11,56
U10103,N30128,1,2019-11-13 10:17:11,56
U10103,N36069,1,2019-11-13 11:20:13,56
U10103,N39190,1,2019-11-13 11:20:13,56
U10103,N46554,1,2019-11-14 05:03:10,56
U10103,N24745,1,2019-11-14 05:03:10,56
U10103,N17475,1,2019-11-14 05:03:10,56
U10103,N34458,1,2019-11-14 05:46:53,56
U10103,N12988,1,2019-11-14 05:46:53,56
U10103,N1379,1,2019-11-14 06:08:26,56
U10103,N10902,1,2019-11-14 06:08:26,56
U10103,N13505,1,2019-11-14 06:08:26,56
U10103,N63352,1,2019-11-14 07:14:00,56
U10103,N4394,1,2019-11-14 08:29:06,56
U10103,N39098,1,2019-11-14 08:29:06,56
U10103,N42086,1,2019-11-14 09:32:26,56
U10103,N29116,1,2019-11-14 11:51:04,56
U10103,N16387,1,2019-11-14 11:51:04,56
U10103,N48813,1,2019-11-14 11:51:04,56
U10103,N38175,1,2019-11-14 12:11:55,56
U10103,N176,1,2019-11-14 13:02:18,56
U10103,N20321,1,2019-11-14 13:02:18,56
U10103,N5415,1,2019-11-14 13:05:21,56
U10103,N63291,1,2019-11-14 13:05:21,56
U10103,N26041,1,2019-11-14 13:05:21,56
U10104,N61745,1,2019-11-12 10:42:46,24
U10104,N61443,1,2019-11-12 12:10:37,24
U10104,N44259,1,2019-11-12 12:27:15,24
U10104,N61149,1,2019-11-12 12:27:15,24
U10104,N55868,1,2019-11-12 13:55:52,24
U10104,N62786,1,2019-11-12 13:55:52,24
U10104,N62940,1,2019-11-12 13:55:52,24
