user_id item_id rating
1 104 0.4
1 106 1.0
1 108 1.0
1 112 0.8
1 113 1.0
1 115 1.0
1 116 1.0
1 125 0.8
1 128 1.0
1 130 1.0
1 132 1.0
1 143 1.0
1 150 1.0
1 156 0.4
1 165 0.8
1 173 1.0
1 177 0.6
1 178 1.0
1 184 1.0
1 188 0.6
1 192 1.0
1 215 0.8
1 220 1.0
1 222 1.0
1 223 0.8
1 224 0.6
1 227 0.8
1 232 0.2
1 233 1.0
1 61 1.0
1 69 1.0
1 81 0.8
1 94 0.6
1 97 1.0
4 320 1.0
4 328 1.0
4 355 1.0
7 232 0.8
7 386 0.8
7 387 1.0
7 404 1.0
7 449 0.8
7 466 0.8
7 476 0.2
7 477 0.2
7 479 0.8
7 480 0.8
7 484 0.8
7 487 1.0
7 491 1.0
7 495 0.8
7 498 0.8
7 509 0.8
7 512 0.8
7 513 0.8
7 514 0.8
7 515 0.8
7 516 0.8
7 517 0.4
7 519 0.8
7 520 1.0
7 525 0.8
7 526 1.0
7 527 1.0
7 528 0.8
7 529 1.0
7 530 1.0
7 531 1.0
7 532 0.8
7 533 1.0
7 537 0.8
7 539 0.8
7 541 1.0
7 545 0.8
7 546 0.8
7 550 0.8
7 555 0.8
7 558 0.8
7 559 0.6
7 567 0.8
7 572 0.8
7 579 0.8
7 587 0.8
7 589 0.8
7 590 0.8
7 606 0.8
7 607 0.2
7 609 0.8
7 612 0.8
7 614 0.8
7 615 0.8
7 617 0.8
7 618 0.8
7 619 0.8
9 528 1.0
9 650 0.4
9 651 1.0
9 656 0.6
9 659 1.0
9 660 1.0
9 668 1.0
9 669 0.8
9 671 1.0
9 672 0.4
9 673 1.0
9 676 1.0
9 679 0.8
9 682 0.2
9 685 1.0
9 686 1.0
9 689 1.0
9 690 0.4
9 691 1.0
9 693 0.8
9 694 1.0
9 699 1.0
9 700 1.0
9 702 1.0
9 708 1.0
9 710 1.0
9 713 1.0
9 714 0.6
9 716 0.4
9 717 0.4
9 718 1.0
9 720 0.8
9 722 1.0
9 723 1.0
9 724 0.4
9 725 1.0
9 728 1.0
9 729 1.0
9 731 0.4
9 732 1.0
9 734 1.0
23 1030 0.8
23 1093 1.0
23 1095 1.0
23 1103 1.0
23 1116 0.6
23 1217 1.0
23 1228 0.8
23 1233 1.0
23 1242 0.8
23 1244 0.6
23 1271 0.8
23 1283 0.8
23 1328 0.6
23 1375 1.0
23 1415 1.0
23 1416 0.2
23 1451 0.8
23 1459 1.0
23 1460 1.0
23 1462 1.0
23 1477 0.8
23 1533 0.8
23 1534 1.0
23 1535 0.8
23 1537 0.4
23 1538 0.8
23 1539 0.8
23 1545 0.6
23 1547 0.6
23 1552 1.0
23 1553 0.8
23 1554 0.2
23 1556 0.8
23 1557 0.4
23 1565 1.0
23 1567 0.8
23 1568 1.0
23 1569 1.0
23 1570 0.8
23 1572 0.4
23 1576 1.0
23 1579 1.0
23 1580 1.0
23 1581 1.0
23 1583 0.6
23 1584 0.2
23 1585 1.0
23 1586 0.8
23 1587 1.0
23 1588 0.8
23 1589 1.0
23 1590 0.4
23 1592 1.0
23 1593 0.2
23 1594 0.2
23 1600 1.0
23 1603 1.0
23 1607 0.8
23 1608 0.8
23 1612 0.8
23 1634 1.0
23 1635 0.2
23 1645 1.0
23 1660 1.0
23 1674 0.8
23 1692 0.8
23 1693 0.8
23 1697 0.6
23 1723 0.2
23 1724 0.8
23 1727 1.0
23 1728 1.0
23 1730 0.8
23 1732 0.8
23 1736 0.4
23 1738 1.0
23 1739 1.0
23 1740 1.0
23 1741 0.8
23 1742 1.0
23 1743 1.0
23 1744 0.6
23 1745 0.8
23 1748 1.0
23 1751 0.8
23 1753 1.0
23 1755 1.0
23 1762 0.8
23 1763 0.8
23 1767 0.4
23 1771 1.0
23 1779 0.4
23 1784 0.6
23 1787 0.6
23 220 0.8
23 375 1.0
23 377 0.6
23 390 0.2
23 394 1.0
23 509 0.8
23 609 0.8
23 615 1.0
23 651 0.6
23 660 0.8
23 672 0.6
23 700 1.0
23 732 1.0
28 1950 1.0
28 1955 1.0
28 1996 0.6
28 2020 1.0
28 2023 1.0
28 2025 1.0
28 2033 0.6
28 2067 1.0
28 2070 1.0
28 2071 0.6
28 2074 1.0
31 1079 0.8
31 1080 0.6
31 1745 1.0
31 1871 0.6
31 192 0.8
31 2288 1.0
31 2290 0.6
31 2291 1.0
31 2314 0.2
31 2318 0.8
31 2319 1.0
31 2321 0.8
31 2328 1.0
31 2329 0.8
31 2335 1.0
31 2336 0.2
31 2337 1.0
31 2340 0.8
31 2341 1.0
31 2343 0.2
31 2344 1.0
31 2347 0.8
31 2351 0.8
31 2356 1.0
31 2358 0.6
31 2363 1.0
31 2369 1.0
31 2375 0.4
31 2380 0.2
31 2381 0.8
31 2383 0.8
31 2393 1.0
31 2394 0.6
31 2396 0.4
31 2397 0.2
31 2398 0.6
31 2401 0.8
31 2405 0.8
31 2408 0.8
31 2409 0.8
31 2410 1.0
31 2414 1.0
31 2415 0.6
31 2418 0.4
31 2419 0.6
31 2420 0.8
31 2421 0.6
31 2422 0.2
31 2423 0.6
31 2424 0.6
31 2425 0.6
31 2426 1.0
31 2427 1.0
31 2429 0.8
31 2430 0.4
31 2431 0.2
31 2433 0.8
31 2434 1.0
31 2438 1.0
31 2439 0.8
31 2444 1.0
31 2448 0.6
31 2449 0.8
31 2450 1.0
31 2451 1.0
31 2452 1.0
31 980 1.0
33 1194 0.2
33 2369 1.0
33 2519 1.0
33 2538 1.0
33 2571 0.2
33 2572 0.8
33 2573 0.8
33 572 1.0
33 858 1.0
40 1094 1.0
40 1101 0.8
40 1102 0.8
40 1244 1.0
40 1592 1.0
40 1594 1.0
40 1739 1.0
40 1741 1.0
40 1744 0.6
40 2105 1.0
40 224 1.0
40 2730 1.0
40 2735 0.2
40 2736 1.0
40 2738 0.6
40 2741 1.0
40 2746 0.8
40 2749 0.8
40 2750 0.8
40 2752 0.8
40 2753 1.0
40 2756 0.6
40 2758 1.0
40 2759 0.6
40 2760 1.0
40 2761 0.8
40 2766 1.0
40 2768 1.0
40 2771 0.8
40 2773 0.6
40 2775 1.0
40 2781 1.0
40 2784 1.0
40 2792 0.8
40 2795 1.0
40 2800 0.6
40 2804 1.0
40 2807 0.8
40 2808 0.6
40 2809 1.0
40 2810 0.8
40 2811 1.0
40 2815 1.0
40 2817 0.8
40 2820 0.2
40 2821 1.0
40 2823 1.0
40 2826 0.6
40 2828 0.8
40 2829 1.0
40 2831 1.0
40 480 1.0
40 487 1.0
44 3128 1.0
44 3146 0.8
44 3170 1.0
48 1083 1.0
48 1104 0.6
48 1534 0.2
48 1743 0.2
48 1779 0.8
48 2135 0.8
48 2139 0.8
48 2183 0.8
48 2211 1.0
48 2212 0.8
48 2294 0.4
48 2329 0.6
48 2422 0.8
48 2448 1.0
48 2451 1.0
48 2463 0.8
48 2676 1.0
48 2756 0.8
48 2810 0.4
48 2811 1.0
48 3004 0.6
48 3511 1.0
48 3512 1.0
48 3523 0.2
48 3537 1.0
48 3546 1.0
48 3547 0.6
48 3548 1.0
48 3556 0.2
48 3557 0.8
48 3563 1.0
48 3564 1.0
48 3569 1.0
48 3570 0.6
48 3571 1.0
48 3572 0.8
48 3573 1.0
48 3574 0.6
48 3575 0.6
48 3576 0.8
48 3577 0.8
48 3578 1.0
48 3584 0.6
48 3585 0.8
48 3586 0.8
48 3587 0.8
48 3588 0.8
48 3589 0.8
48 3590 1.0
48 3591 0.4
48 3592 0.6
48 3593 0.6
48 3594 0.8
48 3597 1.0
48 3598 1.0
48 3599 0.8
48 3601 0.6
48 3602 0.8
48 3604 0.8
48 3606 1.0
48 3607 1.0
48 3608 1.0
48 3610 1.0
48 3612 0.8
48 3615 0.8
48 3618 1.0
48 3619 0.4
48 3622 1.0
48 3623 1.0
48 3624 1.0
48 3625 1.0
48 363 0.6
48 513 0.8
48 515 0.8
48 516 0.2
48 517 0.8
48 539 1.0
48 660 0.8
48 728 1.0
48 786 0.8
50 2176 0.8
50 3277 0.6
50 3482 0.8
50 3547 0.8
50 3632 0.8
50 3645 1.0
50 3659 1.0
50 3672 0.8
50 3691 0.6
50 3692 1.0
50 3694 1.0
50 3695 0.8
50 3708 0.4
50 3709 0.8
50 3722 0.8
50 3733 1.0
50 3736 0.4
50 3737 0.8
50 3754 0.8
50 3776 0.8
50 3777 0.8
50 3808 0.6
50 3817 0.6
50 3826 0.6
50 3847 0.8
50 3854 1.0
51 1129 0.8
51 132 1.0
51 1874 1.0
51 1875 1.0
51 1876 0.8
51 2409 1.0
51 2418 0.4
51 2422 0.6
51 2438 1.0
51 2679 1.0
51 2683 0.8
51 2685 0.8
51 382 0.8
51 3855 1.0
51 3857 1.0
51 3858 0.8
51 3862 1.0
51 3863 1.0
51 3873 1.0
51 3879 1.0
51 3889 0.6
51 3898 1.0
51 3899 1.0
51 3900 0.8
51 3901 0.8
51 3902 0.8
51 3903 1.0
51 3904 1.0
51 3905 0.6
51 3907 0.6
51 3908 1.0
51 3909 0.8
51 3911 0.8
51 3912 0.6
51 3913 0.8
51 3914 0.6
51 3915 0.8
51 3916 1.0
51 3917 0.8
51 3918 1.0
51 3919 0.6
51 3921 1.0
51 3922 0.8
51 3924 0.8
51 498 1.0
51 520 1.0
51 660 1.0
51 858 1.0
60 4079 1.0
60 4217 0.8
60 4218 1.0
60 4222 0.6
60 4225 1.0
60 4227 0.8
60 4230 0.8
60 4243 0.8
60 4247 1.0
60 4249 0.8
60 4254 1.0
60 4263 0.8
60 4268 1.0
60 4275 0.8
60 4278 1.0
60 4304 0.6
60 4305 0.8
60 4306 1.0
60 4307 0.8
60 4308 0.6
60 4309 1.0
60 4310 1.0
60 4322 1.0
60 4324 0.8
60 4327 0.8
60 4330 0.8
60 4335 1.0
60 4336 1.0
60 4353 0.8
60 4359 1.0
60 4362 0.8
60 4366 1.0
60 4367 1.0
60 4371 1.0
60 4373 1.0
60 4377 1.0
60 4380 1.0
60 4381 1.0
60 4386 0.8
60 4387 1.0
60 480 1.0
63 4492 0.8
65 1079 0.4
65 1096 0.6
65 1106 0.4
65 1113 0.2
65 116 1.0
65 1217 1.0
65 1589 1.0
65 1740 1.0
65 1744 1.0
65 1865 0.8
65 2210 1.0
65 233 0.6
65 2335 0.4
65 2730 1.0
65 2809 0.2
65 2810 0.2
65 2826 1.0
65 2918 0.4
65 3191 0.4
65 3192 1.0
65 363 0.6
65 384 0.8
65 3855 1.0
65 3857 0.8
65 391 1.0
65 4092 0.2
65 4201 0.2
65 4559 1.0
65 4621 0.6
65 4659 1.0
65 4717 1.0
65 4734 1.0
65 4782 0.8
65 4830 0.6
65 4888 0.4
65 4895 1.0
65 4899 1.0
65 4900 1.0
65 4913 1.0
65 4922 1.0
65 4923 1.0
65 4925 0.2
65 4933 1.0
65 4934 0.2
65 4960 1.0
65 4978 0.6
65 4981 0.6
65 498 1.0
65 4985 0.2
65 4988 1.0
65 5013 1.0
65 5028 1.0
65 5041 1.0
65 5044 1.0
65 5053 0.8
65 5088 1.0
65 5090 0.2
65 5092 0.6
65 5099 1.0
65 5143 1.0
65 5147 1.0
65 5150 0.6
65 5151 0.8
65 5169 1.0
65 5177 1.0
65 5211 0.6
65 5218 0.8
65 5244 1.0
65 5274 1.0
65 5275 1.0
65 5281 0.6
65 5285 1.0
65 5288 1.0
65 5294 0.8
65 5299 0.8
65 5306 1.0
65 5310 0.8
65 5315 1.0
65 5321 0.8
65 5373 1.0
65 5397 1.0
65 5415 1.0
65 5426 1.0
65 5428 0.6
